SURNUM ID,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Gender,Citizenship,Region,Medalist,School,HS Type,SAT Verbal,SAT Math,SAT Score,ACT Composite,,Registered Spr 14,201309_INST_TERM_GPA,201401_INST_TERM_GPA,CURRENT_TOTAL_INST_GPA_May_2014,Returned Fall 2014,Returned Spring 2015,Fall 2014 GPA,CURRENT_TOTAL_INST_GPA_Fall_2014,,,,,,,,,,,,,,,,,
734,2,2,1,2,2,1,2,1,2,1,2,2,5,4,2,4,4,5,5,5,1,2,5,5,4,5,3,1,1,3,5,5,1,2,5,2,1,Non-Northeast,2,2,,590,800,1390,,,1,3.92,3.59,3.77,1,1,2.79,3.52,,,,,,,,,,,,,,,,,
735,2,2,5,1,1,2,4,3,2,1,5,4,4,3,1,4,2,5,4,3,,4,3,,3,3,4,2,3,5,5,3,3,3,4,1,3,Northeast,2,2,,680,590,1270,,,1,2.73,2.17,2.46,1,1,2.08,2.33,,,,,,,,,,,,,,,,,
736,2,2,1,1,1,3,2,1,2,2,4,2,3,4,1,1,2,4,5,4,1,2,5,3,3,4,4,2,2,1,5,4,4,2,4,2,3,Non-Northeast,2,2,Public,760,720,1480,,,1,4.00,3.93,3.96,1,1,3.50,3.71,,,,,,,,,,,,,,,,,
737,2,1,1,1,1,1,2,1,3,1,5,2,4,4,1,5,2,5,4,5,1,3,5,3,3,5,4,1,1,4,5,5,2,2,3,2,3,Non-Northeast,2,2,,,,,32,,1,3.59,3.84,3.72,1,1,3.59,3.67,,,,,,,,,,,,,,,,,
738,2,2,1,2,2,1,2,2,2,2,5,4,5,3,1,5,4,5,5,5,1,2,5,3,3,5,4,1,1,2,5,5,4,4,5,2,1,Non-Northeast,2,2,,430,760,1190,,,1,3.92,3.83,3.88,1,1,3.78,3.87,,,,,,,,,,,,,,,,,
739,3,4,2,3,2,2,4,1,3,3,1,4,3,3,1,3,3,5,3,5,1,2,5,4,3,4,2,4,5,4,4,3,3,4,5,2,3,Non-Northeast,2,6,Public,720,800,1520,,,1,3.56,1.95,2.91,1,1,3.00,3.05,,,,,,,,,,,,,,,,,
740,1,1,1,1,1,1,2,1,1,1,4,4,5,2,1,4,4,4,4,4,1,2,5,3,3,5,3,4,4,3,5,2,1,2,5,2,3,Northeast,2,2,Public,760,730,1490,,,1,4.00,3.84,3.92,1,1,3.61,3.81,,,,,,,,,,,,,,,,,
741,3,4,5,1,1,1,2,2,2,1,5,4,4,3,1,5,4,4,5,4,1,3,5,,3,5,3,2,3,3,5,4,4,2,5,2,3,Northeast,2,6,,710,730,1440,,,1,2.50,2.22,2.38,1,1,1.44,2.22,,,,,,,,,,,,,,,,,
742,,,,1,1,2,1,1,1,1,5,2,3,4,1,5,2,2,4,5,1,3,3,1,3,5,3,1,1,1,5,5,3,4,5,1,3,Northeast,2,1,Public,,,,28,,1,3.58,3.24,3.42,1,1,4.00,3.49,,,,,,,,,,,,,,,,,
743,2,1,5,1,1,1,3,2,3,1,1,5,4,3,1,5,3,5,5,4,1,2,5,5,4,3,3,4,3,4,5,3,2,4,4,2,3,Northeast,2,6,Public,670,640,1310,,,1,3.94,3.67,3.82,1,1,3.22,3.67,,,,,,,,,,,,,,,,,
744,2,1,1,1,1,1,1,1,1,2,1,5,4,4,1,5,1,4,3,5,1,4,5,3,4,4,5,5,5,1,5,3,4,2,3,2,3,Non-Northeast,2,2,Public,760,680,1440,,,1,3.61,3.25,3.44,1,1,3.58,3.48,,,,,,,,,,,,,,,,,
745,2,3,3,1,1,1,2,1,1,1,1,4,4,5,1,4,4,3,3,5,2,2,5,3,3,4,4,3,4,2,4,2,3,3,3,2,3,Northeast,1,2,Public,,,,31,,1,3.76,3.27,3.50,1,1,3.17,3.37,,,,,,,,,,,,,,,,,
746,4,4,4,1,1,3,2,2,3,4,4,4,4,3,1,4,2,5,5,4,1,3,5,4,3,4,4,2,2,2,5,2,2,2,2,2,3,Non-Northeast,2,5,Private,730,710,1440,,,1,2.17,,2.17,,,0.00,2.17,,,,,,,,,,,,,,,,,
747,3,2,1,2,2,3,3,2,2,1,1,3,4,4,1,4,2,4,5,5,1,2,1,4,3,4,2,5,5,3,5,3,4,2,5,2,3,Northeast,2,2,Public,,,,30,,0,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,
748,2,2,5,,3,3,,3,3,3,5,5,3,1,5,1,4,2,2,4,1,4,5,5,3,3,3,2,2,2,5,2,2,4,4,2,3,Northeast,2,6,Private,700,690,1390,,,1,2.22,1.96,2.11,1,1,2.22,2.02,,,,,,,,,,,,,,,,,
749,3,3,1,2,1,1,1,1,3,2,1,3,4,3,1,5,4,4,5,5,1,2,5,3,3,3,4,3,3,4,5,2,2,2,5,2,3,Northeast,2,2,Public,760,800,1560,,,1,3.75,3.61,3.69,1,1,3.09,3.49,,,,,,,,,,,,,,,,,
750,4,2,2,1,1,1,1,1,1,1,1,5,4,4,1,5,2,5,5,5,1,3,5,4,3,5,1,2,2,3,5,3,3,3,5,2,3,Northeast,2,2,Public,,,,23,,1,1.22,1.67,1.40,1,,2.17,2.00,,,,,,,,,,,,,,,,,
751,2,1,1,2,1,1,1,1,1,2,5,2,3,4,1,5,3,4,5,4,1,2,3,4,3,5,5,1,1,1,5,3,2,2,5,2,3,Non-Northeast,1,2,Public,720,690,1410,,,1,3.00,3.08,3.03,1,1,3.33,3.30,,,,,,,,,,,,,,,,,
752,3,2,1,2,3,1,1,1,3,1,1,4,4,4,1,4,2,4,5,5,1,2,5,3,4,3,2,1,2,2,5,4,2,3,5,,,Non-Northeast,,,,600,630,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2,2,1,3,3,2,2,2,3,2,4,5,3,4,1,4,2,4,3,3,1,3,1,3,3,4,4,2,3,3,5,3,2,3,2,1,3,Non-Northeast,2,6,Public,600,700,1300,,,0,1.81,,1.81,1,1,2.67,2.41,,,,,,,,,,,,,,,,,
754,2,3,2,1,2,1,2,2,1,1,4,4,3,4,1,5,4,4,5,2,1,2,5,5,3,5,4,2,4,2,5,3,3,3,4,2,3,Northeast,2,6,Private,,,,34,,1,3.00,0.50,1.93,1,1,2.25,2.25,,,,,,,,,,,,,,,,,
755,2,3,5,2,2,1,4,2,3,1,5,5,2,5,1,5,4,5,5,5,5,4,5,4,3,5,4,5,5,5,5,4,2,3,5,2,3,Northeast,2,6,Public,,,,29,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
756,2,2,2,1,1,2,2,1,1,1,4,4,5,2,1,4,3,4,5,5,1,2,3,3,3,5,4,4,2,3,5,4,4,3,3,2,3,Northeast,2,3,Public,690,620,1310,,,1,1.64,2.22,1.96,1,1,1.67,2.08,,,,,,,,,,,,,,,,,
757,3,4,2,2,1,1,1,1,1,1,4,5,4,3,1,4,3,3,3,3,3,4,3,1,3,5,3,2,2,2,5,4,4,3,4,2,3,Northeast,2,2,Public,,,,30,,1,1.67,0.67,1.25,1,,1.67,1.58,,,,,,,,,,,,,,,,,
758,2,2,1,1,1,2,1,2,1,1,5,2,4,3,1,4,1,5,5,5,1,3,5,3,3,5,5,1,1,1,5,5,3,3,5,1,3,Northeast,2,2,Public,620,670,1290,,,1,2.11,2.67,2.43,1,1,3.04,2.83,,,,,,,,,,,,,,,,,
759,3,3,2,2,3,2,3,3,3,2,2,5,4,2,1,3,3,3,3,3,2,2,3,4,2,3,2,4,4,5,4,4,4,4,,2,3,Non-Northeast,2,2,Public,,,,24,,1,2.44,2.55,2.50,1,,0.00,2.50,,,,,,,,,,,,,,,,,
760,3,3,2,2,1,1,3,2,2,2,5,2,4,3,1,5,4,1,4,3,1,2,5,4,2,3,3,1,2,5,5,3,3,1,3,2,3,Northeast,2,5,Public,,,,26,,1,3.50,2.22,2.95,1,1,3.07,3.05,,,,,,,,,,,,,,,,,
761,3,3,5,1,1,2,1,1,1,1,5,2,5,2,1,2,4,5,5,3,3,4,3,5,3,5,3,1,4,4,5,3,3,2,3,2,3,Northeast,2,6,Public,630,600,1230,,,1,2.09,1.89,2.00,1,1,3.25,2.56,,,,,,,,,,,,,,,,,
762,2,2,1,4,4,3,2,2,4,3,5,3,1,4,1,5,3,5,3,5,1,2,5,3,3,5,3,1,2,1,5,5,3,3,3,1,1,Non-Northeast,1,6,Private,560,800,1360,,,1,4.00,3.79,3.91,1,1,4.00,3.95,,,,,,,,,,,,,,,,,
763,2,2,5,4,3,3,4,3,3,4,4,3,5,2,1,4,4,5,4,3,1,5,1,4,3,5,2,2,3,5,5,3,3,2,4,2,1,Non-Northeast,2,6,,570,760,1330,,,1,1.83,2.78,2.24,1,1,3.11,2.63,,,,,,,,,,,,,,,,,
764,2,2,1,4,4,1,1,1,2,1,1,5,3,4,1,5,3,5,5,5,1,2,5,3,3,5,5,1,1,1,5,5,1,1,5,2,1,Non-Northeast,1,6,Private,,,,32,,1,4.00,4.00,4.00,,,0.00,3.97,,,,,,,,,,,,,,,,,
765,2,2,1,1,3,2,2,2,1,3,1,5,4,4,1,5,3,5,5,2,1,1,3,4,3,5,5,2,2,1,5,5,3,5,3,2,3,Northeast,2,5,Public,550,740,1290,,,1,3.67,4.00,3.83,1,1,4.00,3.91,,,,,,,,,,,,,,,,,
766,3,3,5,1,1,3,2,1,2,2,3,3,4,3,1,3,1,3,3,2,1,3,3,4,2,4,4,2,2,3,5,4,4,4,4,1,3,Non-Northeast,2,6,Private,800,670,1470,,,1,2.89,1.85,2.31,1,1,1.42,2.27,,,,,,,,,,,,,,,,,
767,3,3,5,3,2,1,1,1,3,1,1,3,5,2,1,4,1,2,5,5,4,2,3,1,2,4,5,3,5,3,5,4,5,4,5,2,3,Northeast,2,2,Private,540,560,1100,,,1,2.33,2.25,2.29,1,1,2.11,2.13,,,,,,,,,,,,,,,,,
768,3,2,2,2,1,2,2,2,3,1,4,4,4,3,1,4,2,4,4,3,3,2,5,,2,4,5,2,2,3,5,4,3,3,4,2,3,Non-Northeast,2,4,Public,,,,26,,1,1.50,2.17,1.72,1,1,2.92,2.72,,,,,,,,,,,,,,,,,
769,2,2,1,3,2,,1,1,1,,4,3,4,3,1,5,2,4,4,5,,3,5,,2,5,3,2,2,3,5,3,1,4,4,2,3,Non-Northeast,1,2,Public,730,700,1430,,,1,3.89,3.81,3.85,1,1,3.84,3.86,,,,,,,,,,,,,,,,,
770,4,4,5,4,3,2,3,4,4,1,2,4,4,3,1,5,3,3,4,4,1,2,5,3,3,4,2,3,3,5,5,1,5,3,4,2,3,Non-Northeast,2,3,Private,600,730,1330,,,1,2.67,2.74,2.71,1,1,2.84,2.82,,,,,,,,,,,,,,,,,
771,1,1,1,2,2,1,1,2,2,1,5,5,4,3,1,5,1,4,4,3,1,1,1,4,2,3,5,1,1,2,5,5,2,3,3,2,3,Northeast,2,6,Public,,,,27,,1,3.17,3.00,3.10,,,0.00,3.21,,,,,,,,,,,,,,,,,
772,2,2,2,2,2,2,1,1,3,3,5,4,4,3,1,3,3,5,5,5,1,2,5,3,3,4,5,3,1,2,5,5,3,3,3,2,3,Northeast,2,2,Public,,,,29,,1,4.00,3.89,3.95,1,1,3.67,3.86,,,,,,,,,,,,,,,,,
773,2,2,2,1,1,2,2,1,2,1,5,2,5,2,3,4,2,3,3,3,5,5,5,5,3,3,1,1,1,4,5,3,4,2,3,2,3,Northeast,2,2,Public,,,,28,,1,1.94,1.47,1.72,1,1,2.84,2.14,,,,,,,,,,,,,,,,,
774,2,2,1,1,1,1,3,1,2,2,1,4,4,3,1,5,3,4,5,4,5,2,5,3,3,4,3,3,5,5,5,2,2,3,5,2,3,Northeast,2,2,Public,690,800,1490,,,1,3.61,3.67,3.63,1,1,2.92,3.37,,,,,,,,,,,,,,,,,
775,2,2,1,1,1,2,1,1,2,1,5,2,1,4,3,3,2,4,3,3,1,2,,,2,5,2,1,1,2,5,2,1,2,3,2,1,Non-Northeast,2,1,,550,780,1330,,,1,3.56,3.38,3.46,1,1,3.43,3.49,,,,,,,,,,,,,,,,,
776,2,1,1,2,1,3,2,2,4,2,5,2,4,3,1,5,3,4,5,2,4,2,5,5,2,4,2,1,5,2,5,1,1,1,5,2,3,Northeast,2,2,Public,700,670,1370,,,1,2.67,3.56,2.99,1,1,2.98,3.01,,,,,,,,,,,,,,,,,
777,2,2,5,1,1,2,2,2,2,1,5,2,5,3,1,4,3,4,5,3,3,5,3,3,3,5,3,2,1,2,5,5,2,4,4,2,3,Non-Northeast,2,2,Parochial,,,,32,,1,1.78,2.17,2.00,1,1,3.42,2.57,,,,,,,,,,,,,,,,,
778,2,2,1,1,1,1,1,1,3,1,5,3,5,3,1,4,3,4,4,5,1,1,3,3,3,5,4,4,4,4,4,4,4,4,4,1,1,Non-Northeast,2,1,Public,460,700,1160,,,1,2.28,1.78,1.98,1,1,2.00,2.15,,,,,,,,,,,,,,,,,
779,1,2,5,1,1,3,2,2,3,2,5,1,4,3,1,2,3,3,3,3,1,3,1,4,2,3,2,3,3,4,5,5,2,3,5,1,3,Non-Northeast,2,4,,,,,25,,1,1.78,1.55,1.67,1,1,2.93,2.82,,,,,,,,,,,,,,,,,
780,4,4,5,2,1,3,3,2,1,1,5,3,4,3,1,2,2,4,4,2,2,2,1,5,3,4,5,4,5,2,5,2,4,1,3,2,3,Northeast,2,2,Private,740,690,1430,,,1,1.67,1.67,1.67,1,,1.67,1.72,,,,,,,,,,,,,,,,,
781,2,2,5,2,2,3,2,2,2,2,4,5,4,4,1,5,2,4,5,5,2,2,5,3,3,4,2,2,4,4,5,3,4,3,3,2,3,Non-Northeast,2,2,Public,,,,26,,1,4.00,3.38,3.72,1,1,3.67,3.67,,,,,,,,,,,,,,,,,
782,1,1,1,1,1,1,1,1,2,1,5,4,4,3,1,5,2,4,5,3,1,2,3,4,3,5,5,1,1,2,5,3,3,4,5,2,3,Northeast,2,2,Public,,,,30,,1,3.67,3.67,3.67,1,1,3.70,3.69,,,,,,,,,,,,,,,,,
783,2,2,1,2,1,2,3,3,3,2,5,3,4,3,1,4,3,3,3,5,1,4,5,4,2,2,2,2,4,4,4,4,3,4,4,2,3,Non-Northeast,2,6,,730,680,1410,,,1,3.92,3.78,3.86,1,1,4.00,3.92,,,,,,,,,,,,,,,,,
784,4,3,5,2,2,2,3,2,2,1,4,4,5,2,1,4,3,5,4,2,1,3,3,3,3,3,2,4,4,3,5,3,2,3,3,2,3,Northeast,2,6,Private,630,610,1240,,,1,2.00,1.67,1.83,1,,0.00,1.83,,,,,,,,,,,,,,,,,
785,4,3,1,2,2,1,3,1,1,1,1,4,4,4,1,5,2,5,5,4,1,1,5,3,3,5,4,2,4,3,5,2,1,3,5,2,1,Northeast,2,6,Public,,,,34,,1,3.56,2.83,3.30,1,1,3.29,3.30,,,,,,,,,,,,,,,,,
786,4,4,3,3,1,2,4,1,1,1,4,4,4,4,1,5,2,3,3,3,3,2,5,3,3,4,3,3,5,5,5,1,4,4,2,2,3,Northeast,2,3,Public,630,780,1410,,,1,0.67,2.55,1.61,1,1,2.56,2.20,,,,,,,,,,,,,,,,,
787,2,2,5,4,4,2,3,2,4,3,5,4,4,3,1,5,2,5,5,5,1,2,5,3,3,4,2,2,2,4,4,2,2,2,3,2,1,Non-Northeast,2,6,,480,760,1240,,,1,3.84,2.92,3.38,1,1,3.59,3.55,,,,,,,,,,,,,,,,,
788,2,2,5,3,1,2,3,3,3,3,4,5,4,3,1,4,2,5,5,5,1,2,5,4,3,3,1,3,4,4,4,2,2,2,5,2,3,Northeast,2,3,Private,,,,30,,1,2.25,0.56,1.53,,,0.00,1.34,,,,,,,,,,,,,,,,,
789,3,2,2,1,1,1,1,1,1,1,1,4,4,2,1,3,4,1,1,1,1,2,5,3,2,5,4,4,5,3,5,4,3,3,3,2,3,Northeast,2,2,Public,570,640,1210,,,1,1.11,,1.11,,,0.00,1.11,,,,,,,,,,,,,,,,,
790,3,2,1,1,1,2,2,2,1,1,5,4,3,4,1,4,3,5,5,5,1,2,1,5,3,4,4,2,2,2,5,4,2,3,5,2,3,Northeast,2,2,Public,620,660,1280,,,1,2.55,2.18,2.38,1,1,2.22,2.40,,,,,,,,,,,,,,,,,
791,2,3,1,3,3,2,3,3,3,2,5,4,5,2,1,3,3,4,4,4,1,3,5,3,3,5,3,2,2,3,4,3,4,2,4,2,1,Non-Northeast,2,5,,620,690,1310,,,1,3.60,3.22,3.46,1,1,2.45,3.21,,,,,,,,,,,,,,,,,
792,2,1,1,1,1,1,1,1,1,1,5,5,4,4,1,5,1,5,5,5,1,2,5,4,3,5,4,5,5,1,5,2,1,2,3,2,3,Northeast,2,2,Public,,,,28,,1,3.06,3.40,3.18,1,1,2.83,3.04,,,,,,,,,,,,,,,,,
793,3,3,2,2,1,1,2,1,1,1,4,5,4,4,1,5,3,4,5,5,1,3,5,5,3,5,4,3,3,3,5,3,4,2,3,2,3,Non-Northeast,2,2,Public,,,,32,,1,2.84,3.27,3.04,1,1,3.58,3.13,,,,,,,,,,,,,,,,,
794,4,4,2,2,1,2,4,3,2,1,5,4,2,4,1,4,3,3,5,4,,2,3,5,3,2,1,4,5,5,4,3,4,2,3,1,3,Non-Northeast,2,2,Public,,,,32,,0,1.08,,1.08,,,0.00,1.08,,,,,,,,,,,,,,,,,
795,3,2,1,2,1,1,3,2,3,3,1,5,4,4,1,5,3,5,5,5,1,4,5,4,3,2,2,3,2,4,5,2,2,2,3,2,3,Northeast,1,2,Public,720,710,1430,,,1,2.33,1.78,2.10,1,1,1.67,2.20,,,,,,,,,,,,,,,,,
796,2,2,1,1,1,1,1,1,1,1,5,3,4,2,1,4,3,4,5,2,1,2,3,3,3,4,3,4,5,3,5,3,3,3,4,1,3,Northeast,2,2,Public,670,740,1410,,,1,2.75,2.67,2.71,1,1,2.78,2.84,,,,,,,,,,,,,,,,,
797,2,1,1,1,1,1,2,2,3,1,2,4,4,4,1,5,4,4,5,4,1,2,5,3,3,2,2,4,4,4,4,3,4,3,4,2,3,Northeast,2,2,Public,680,760,1440,,,1,1.50,3.00,2.14,1,1,1.67,2.10,,,,,,,,,,,,,,,,,
798,2,2,5,2,1,1,2,1,1,2,1,5,4,3,1,5,4,5,5,5,1,2,3,4,3,5,4,1,1,2,5,5,3,2,5,1,3,Northeast,2,2,Private,690,690,1380,,,1,3.42,3.75,3.58,1,1,3.50,3.56,,,,,,,,,,,,,,,,,
799,,,5,,,,,,3,,4,3,4,4,1,3,2,5,4,3,1,2,5,5,3,3,2,2,2,3,5,3,3,2,5,2,1,Non-Northeast,2,2,,630,720,1350,,,1,4.00,4.00,4.00,1,,4.00,4.00,,,,,,,,,,,,,,,,,
800,2,1,1,2,2,1,3,2,3,1,1,4,4,4,1,5,4,4,5,5,1,1,5,5,3,4,2,1,1,3,5,3,3,3,4,1,3,Northeast,2,2,Public,640,690,1330,,,1,3.00,3.10,3.04,1,1,3.54,3.23,,,,,,,,,,,,,,,,,
801,2,2,2,2,1,3,1,2,3,1,5,2,4,3,1,4,2,4,4,1,1,2,1,4,3,5,2,1,1,4,5,5,3,4,5,2,3,Northeast,2,2,Public,,,,30,,1,2.90,2.67,2.80,1,1,3.23,2.97,,,,,,,,,,,,,,,,,
802,3,2,5,3,1,2,3,1,1,2,5,4,4,3,1,4,2,4,5,3,1,2,3,3,2,4,2,3,4,4,5,2,3,5,5,1,3,Northeast,2,6,,590,660,1250,,,1,3.00,3.78,3.33,1,1,3.47,3.30,,,,,,,,,,,,,,,,,
803,2,3,2,3,2,2,2,3,3,1,4,4,4,3,1,4,2,4,4,2,1,2,5,3,3,4,2,1,1,4,5,4,3,2,3,2,3,Northeast,2,2,Public,700,760,1460,,,1,3.28,3.09,3.18,1,1,3.37,3.25,,,,,,,,,,,,,,,,,
804,2,2,1,1,2,1,3,1,2,1,1,5,4,4,2,4,3,3,5,5,1,2,5,4,3,4,3,3,4,4,5,3,3,3,3,2,3,Northeast,2,2,Public,620,770,1390,,,1,3.58,3.89,3.71,1,1,4.00,3.83,,,,,,,,,,,,,,,,,
805,2,2,1,2,2,3,2,3,4,1,5,3,4,3,1,4,4,4,5,5,1,2,5,4,2,4,3,2,2,3,5,4,2,2,4,1,3,Northeast,2,3,Private,590,600,1190,,,1,,3.00,3.00,1,1,1.92,2.70,,,,,,,,,,,,,,,,,
806,2,2,5,2,2,1,3,3,4,1,4,3,4,3,1,5,4,4,5,3,2,2,5,3,2,4,2,4,4,,5,3,4,4,5,2,3,Non-Northeast,2,2,Public,,,,31,,1,3.69,2.89,3.36,1,,2.42,3.05,,,,,,,,,,,,,,,,,
807,3,4,5,2,3,3,3,2,2,2,5,3,5,2,1,4,1,4,3,4,1,4,5,3,3,5,3,1,2,5,5,4,3,3,4,2,3,Northeast,2,3,,580,600,1180,,,1,2.83,2.08,2.40,1,1,2.59,2.55,,,,,,,,,,,,,,,,,
808,2,2,1,2,2,1,1,3,1,1,2,5,3,4,1,3,3,4,5,5,1,1,5,5,3,5,4,3,3,1,5,2,1,3,5,2,3,Non-Northeast,1,2,Public,590,640,1230,,,1,2.04,2.75,2.38,1,1,2.22,2.43,,,,,,,,,,,,,,,,,
809,2,2,5,3,2,3,2,3,3,2,4,2,2,4,3,5,4,5,4,5,1,2,5,3,3,5,3,2,3,4,5,3,3,3,4,2,3,Non-Northeast,1,3,Private,750,770,1520,,,1,4.00,3.75,3.88,1,1,3.75,3.83,,,,,,,,,,,,,,,,,
810,2,2,5,2,1,2,2,1,3,2,5,2,5,2,1,4,3,4,3,2,1,3,3,3,3,3,2,2,2,3,5,3,2,2,4,2,3,Northeast,2,6,Public,,,,31,,1,2.84,2.47,2.68,1,1,2.35,2.70,,,,,,,,,,,,,,,,,
811,4,3,2,2,2,2,2,2,2,2,1,3,3,5,1,2,1,5,2,2,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,Non-Northeast,2,6,Private,580,770,1350,,,1,2.93,1.84,2.62,1,1,2.56,2.76,,,,,,,,,,,,,,,,,
812,1,1,1,2,2,2,2,2,4,1,5,4,4,2,1,5,2,4,4,5,1,2,5,4,2,2,1,3,2,2,5,4,2,3,3,2,3,Northeast,1,2,Public,720,710,1430,,,1,4.00,4.00,4.00,1,1,3.80,3.93,,,,,,,,,,,,,,,,,
813,3,2,5,2,1,2,2,1,2,3,5,4,4,3,1,4,4,4,5,4,1,5,5,5,3,5,4,3,2,4,5,3,2,3,5,1,3,Northeast,2,2,Public,,,,32,,1,3.45,3.62,3.53,1,1,2.51,3.26,,,,,,,,,,,,,,,,,
814,2,2,1,2,1,1,1,1,1,1,5,5,3,4,1,5,2,5,5,5,1,2,5,5,3,5,5,1,2,2,5,4,3,3,4,1,2,Non-Northeast,2,6,Public,640,750,1390,,,1,4.00,3.67,3.83,1,1,3.77,3.84,,,,,,,,,,,,,,,,,
815,2,1,1,1,1,3,1,2,3,1,5,5,4,2,1,1,1,4,3,2,1,3,1,4,2,5,5,1,,5,5,5,4,3,5,1,3,Northeast,2,2,Public,500,640,1140,,,1,2.83,3.56,3.14,1,1,3.72,3.45,,,,,,,,,,,,,,,,,
816,3,2,5,2,1,2,4,1,5,1,2,4,4,3,1,5,2,5,5,3,1,1,5,4,3,4,2,4,1,2,5,4,2,1,5,1,3,Northeast,2,2,Private,,,,32,,1,3.50,3.14,3.31,1,1,3.14,3.25,,,,,,,,,,,,,,,,,
817,2,2,4,1,1,2,2,1,3,1,5,2,3,3,1,3,2,3,3,3,1,3,1,5,2,4,4,1,2,2,5,5,2,3,4,1,3,Non-Northeast,2,3,Parochial,740,600,1340,,,1,3.00,2.87,2.94,1,1,0.50,2.64,,,,,,,,,,,,,,,,,
818,4,4,5,1,1,1,1,1,1,1,5,1,5,3,1,4,4,4,4,4,1,1,5,5,2,5,5,3,1,1,5,5,1,1,4,1,3,Non-Northeast,2,5,,,,,28,,1,3.83,3.11,3.52,1,1,2.81,3.21,,,,,,,,,,,,,,,,,
819,4,3,3,3,2,1,2,3,2,1,2,5,4,3,1,5,3,5,5,4,1,2,3,3,3,5,3,2,4,3,5,2,3,2,3,2,3,Northeast,2,2,Public,580,730,1310,,,1,2.17,2.64,2.38,1,1,2.17,2.30,,,,,,,,,,,,,,,,,
820,2,2,1,1,1,1,2,1,2,1,2,3,4,3,1,2,2,3,4,4,1,3,3,5,3,5,5,4,3,3,5,3,3,3,5,2,3,Northeast,2,2,Private,640,650,1290,,,1,3.67,3.82,3.75,1,1,3.42,3.63,,,,,,,,,,,,,,,,,
821,2,2,2,2,2,3,3,2,4,2,4,3,4,3,1,4,3,4,3,5,1,3,5,3,3,3,2,2,2,2,5,3,3,3,4,1,3,Northeast,2,4,Public,,,,32,,1,3.50,3.67,3.56,1,1,3.30,3.51,,,,,,,,,,,,,,,,,
822,1,2,3,3,4,1,2,2,3,3,4,5,4,4,1,5,2,5,3,4,1,4,5,4,3,3,5,1,1,2,5,5,1,3,3,2,3,Non-Northeast,2,2,,580,760,1340,,,1,3.67,3.53,3.60,1,1,3.67,3.63,,,,,,,,,,,,,,,,,
823,1,1,2,1,1,2,1,2,4,1,4,2,5,1,1,2,1,3,5,5,3,3,1,3,3,5,3,1,2,2,5,5,1,2,5,1,3,Northeast,2,1,Public,670,600,1270,,,1,3.23,3.76,3.48,1,1,2.81,3.30,,,,,,,,,,,,,,,,,
824,2,2,1,2,2,2,1,2,3,1,5,4,3,3,3,3,3,5,5,5,1,2,5,3,3,1,1,1,1,3,5,4,1,5,3,2,3,Northeast,2,6,Public,690,720,1410,,,1,3.88,4.00,3.94,1,1,3.91,3.94,,,,,,,,,,,,,,,,,
825,4,2,1,2,1,2,3,3,3,1,1,5,4,3,1,2,2,2,3,3,1,3,5,5,2,3,2,3,4,2,5,3,3,3,4,1,3,Northeast,2,1,Public,650,670,1320,,,1,3.21,3.57,3.38,1,1,3.52,3.42,,,,,,,,,,,,,,,,,
826,2,2,2,3,2,2,3,3,2,3,5,5,4,3,1,5,2,5,5,3,1,2,5,3,2,4,3,2,4,4,5,4,4,3,3,2,3,Northeast,2,6,Public,,,,29,,1,3.84,3.56,3.72,1,1,2.67,3.30,,,,,,,,,,,,,,,,,
827,2,1,1,2,1,1,2,1,1,1,1,5,3,5,3,5,4,5,5,5,1,2,5,3,3,5,4,2,2,2,5,3,4,4,5,2,3,Northeast,2,2,Public,600,740,1340,,,1,3.75,2.77,3.31,1,1,1.92,2.82,,,,,,,,,,,,,,,,,
828,2,3,5,2,2,1,2,1,3,1,5,2,4,3,1,4,3,4,4,3,2,5,3,5,3,4,2,4,2,5,5,4,1,1,4,2,3,Non-Northeast,2,3,Private,620,620,1240,,,1,2.25,3.33,2.71,1,1,3.84,3.24,,,,,,,,,,,,,,,,,
829,2,1,1,1,1,1,2,2,1,1,4,3,4,3,3,3,2,3,5,4,2,1,3,2,3,5,4,1,2,3,5,5,2,3,3,1,3,Northeast,2,6,Public,580,660,1240,,,1,3.69,3.62,3.66,1,1,2.36,3.30,,,,,,,,,,,,,,,,,
830,1,1,1,1,1,1,4,1,1,1,2,5,1,5,1,4,1,5,3,3,1,2,5,5,3,4,4,1,1,2,5,5,5,5,,1,3,Northeast,1,6,Public,,,,33,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
831,2,2,5,2,1,2,3,2,3,3,5,3,1,3,1,4,3,5,5,5,1,2,5,3,3,2,2,1,2,4,5,5,4,5,4,2,3,Northeast,2,2,Public,770,780,1550,,,1,3.92,3.64,3.80,1,1,3.42,3.74,,,,,,,,,,,,,,,,,
