SURNUM ID,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Gender,Citizenship,Region,Medalist,School,HS Type,SAT Verbal,SAT Math,SAT Score,ACT Composite,,Registered Spr 14,201309_INST_TERM_GPA,201401_INST_TERM_GPA,CURRENT_TOTAL_INST_GPA_May_2014,Returned Fall 2014,Returned Spring 2015,Fall 2014 GPA,CURRENT_TOTAL_INST_GPA_Fall_2014,,,,,,,,,,,,,,,,,
86,2,3,2,2,2,1,1,1,3,1,2,5,4,3,1,5,3,4,4,3,3,3,5,5,3,3,4,2,1,1,5,4,2,3,4,2,3,Non-Northeast,2,2,,640,740,1380,,,1,2.67,1.92,2.29,1,1,0.67,2.03,,,,,,,,,,,,,,,,,
87,1,2,1,1,1,1,4,1,2,1,1,5,3,4,1,5,1,5,4,3,3,2,3,1,3,4,4,3,4,5,5,4,1,3,3,1,3,Northeast,2,6,Public,740,790,1530,,,1,4.00,3.56,3.79,1,1,3.52,3.72,,,,,,,,,,,,,,,,,
88,2,2,1,4,4,3,3,4,4,2,5,2,1,2,2,3,4,5,5,5,1,4,5,5,4,5,3,2,2,4,5,3,3,3,5,2,1,Non-Northeast,2,1,,570,800,1370,,,1,3.37,,3.37,,,0.00,3.37,,,,,,,,,,,,,,,,,
89,2,2,1,3,3,1,2,1,1,2,1,5,3,4,1,5,2,5,5,5,3,2,5,4,3,4,4,3,2,1,5,3,1,2,3,2,3,Northeast,2,3,Public,670,710,1380,,,1,3.50,2.98,3.24,,,0.00,3.24,,,,,,,,,,,,,,,,,
90,2,2,1,1,1,3,2,2,2,2,5,2,4,3,1,4,2,3,4,3,2,4,5,3,2,4,4,2,2,3,4,5,4,3,4,1,3,Northeast,2,4,Public,,,,28,,1,3.34,4.00,3.47,1,1,3.67,3.55,,,,,,,,,,,,,,,,,
91,2,3,5,3,1,2,4,1,2,2,5,4,4,4,1,5,3,4,5,2,1,4,5,5,3,5,2,4,5,5,5,2,3,3,4,2,3,Northeast,2,6,Public,650,750,1400,,,1,2.83,3.67,3.19,1,1,2.50,2.97,,,,,,,,,,,,,,,,,
92,2,1,1,1,1,1,1,1,2,1,4,5,4,4,1,5,2,5,5,5,1,3,5,3,4,4,3,4,4,2,5,3,2,2,3,2,3,Northeast,2,3,Public,,,,35,,1,3.92,3.83,3.88,1,1,4.00,3.92,,,,,,,,,,,,,,,,,
93,2,3,2,4,2,1,3,2,4,1,4,5,3,4,1,5,5,4,5,5,1,3,5,4,2,3,4,4,5,5,5,2,4,3,5,2,3,Non-Northeast,2,2,Public,,,,33,,1,2.44,2.41,2.43,1,1,2.70,2.63,,,,,,,,,,,,,,,,,
94,4,2,1,2,1,1,3,1,3,1,1,5,4,4,1,4,2,5,5,4,1,2,5,3,3,3,2,2,4,4,4,2,3,3,4,2,3,Northeast,2,6,,700,800,1500,,,1,3.06,3.11,3.08,1,1,3.50,3.21,,,,,,,,,,,,,,,,,
95,1,1,1,1,1,3,2,2,2,1,1,3,4,2,1,2,2,3,3,2,3,2,5,3,2,4,4,2,5,3,5,4,3,3,4,1,3,Northeast,1,1,Public,720,660,1380,,,1,3.92,3.76,3.85,1,1,3.71,3.85,,,,,,,,,,,,,,,,,
96,2,3,5,4,4,1,5,5,2,3,2,5,4,4,1,5,3,3,5,5,2,2,5,3,3,5,3,3,4,5,5,2,2,2,5,2,3,Northeast,2,6,Public,620,780,1400,,,1,1.17,1.84,1.39,1,1,1.92,2.27,,,,,,,,,,,,,,,,,
97,,,5,2,1,3,4,3,3,2,5,3,3,3,1,5,2,5,3,4,1,2,3,3,3,4,4,3,4,5,5,1,3,4,5,2,3,Non-Northeast,2,2,Private,,,,32,,1,3.12,2.91,3.02,1,1,3.33,3.18,,,,,,,,,,,,,,,,,
98,3,3,5,3,2,2,3,2,3,3,5,4,4,3,1,5,2,4,3,3,1,2,5,,2,3,2,1,3,4,4,2,4,3,5,2,3,Northeast,2,6,Public,,,,24,,1,3.00,2.28,2.69,1,1,3.44,2.92,,,,,,,,,,,,,,,,,
99,2,3,2,2,1,3,3,3,3,1,3,2,5,1,1,5,4,5,3,3,1,2,1,5,2,4,3,2,3,3,5,5,4,1,3,1,3,Northeast,2,6,Public,,,,29,,1,2.14,,1.07,,,0.00,3.21,,,,,,,,,,,,,,,,,
100,2,2,1,2,2,2,2,2,2,2,4,3,4,3,1,3,2,3,3,3,2,2,2,5,3,3,3,5,3,3,3,3,3,3,3,2,3,Northeast,2,2,Public,660,720,1380,,,1,3.75,3.69,3.72,1,,3.55,3.66,,,,,,,,,,,,,,,,,
101,3,3,5,1,1,2,1,2,3,3,5,3,4,3,1,5,2,5,5,5,1,3,5,3,3,4,3,1,2,2,5,4,3,3,5,1,3,Non-Northeast,2,2,Public,630,610,1240,,,1,3.45,3.75,3.60,1,1,3.42,3.53,,,,,,,,,,,,,,,,,
102,1,1,1,3,3,3,3,3,3,3,4,5,4,3,1,4,2,5,5,5,1,2,5,3,3,3,3,1,1,2,5,4,4,3,5,2,1,Non-Northeast,2,2,Public,550,750,1300,,,1,1.42,,0.94,,,0.00,0.94,,,,,,,,,,,,,,,,,
103,2,1,1,3,3,1,2,2,3,1,5,5,4,4,1,5,3,5,5,5,1,2,5,3,3,3,3,2,1,3,5,4,2,2,4,1,3,Northeast,2,6,Public,540,700,1240,,,1,3.53,3.33,3.45,1,1,4.00,3.70,,,,,,,,,,,,,,,,,
104,3,2,5,1,1,1,3,1,2,2,1,5,3,4,1,4,5,5,4,5,1,1,3,4,3,3,2,5,3,3,3,1,2,3,3,2,3,Non-Northeast,2,3,Private,590,750,1340,,,0,2.33,,2.33,,,0.00,2.33,,,,,,,,,,,,,,,,,
105,2,2,5,2,2,2,3,3,3,1,4,5,4,3,1,4,2,5,4,4,1,4,5,4,3,4,2,2,3,4,4,2,4,3,3,2,1,Non-Northeast,2,2,,560,680,1240,,,1,1.71,3.17,2.41,,,0.00,2.41,,,,,,,,,,,,,,,,,
106,3,3,3,2,2,2,2,2,2,2,5,4,4,5,4,2,1,3,3,3,2,2,5,3,3,5,4,2,4,4,5,3,3,1,3,2,3,Northeast,2,2,Public,,,,23,,1,2.89,3.43,3.23,1,1,3.02,3.09,,,,,,,,,,,,,,,,,
107,2,2,5,2,1,5,4,4,5,1,4,2,4,3,1,5,2,5,4,3,1,4,5,5,3,3,2,2,2,3,5,2,4,2,5,2,3,Northeast,2,3,Public,690,760,1450,,,1,2.75,2.89,2.81,1,1,2.67,2.82,,,,,,,,,,,,,,,,,
108,2,2,1,2,2,1,3,2,2,1,4,4,4,4,1,5,4,5,5,5,1,2,5,4,3,4,2,3,4,2,5,3,3,3,5,2,2,Non-Northeast,2,6,,670,790,1460,,,1,2.87,1.67,2.47,1,1,3.11,2.80,,,,,,,,,,,,,,,,,
109,2,2,1,1,1,1,1,1,2,1,1,5,4,3,1,5,3,3,5,1,2,1,5,5,3,5,4,1,1,1,5,4,2,2,4,2,3,Northeast,2,2,Private,,,,29,,1,3.84,3.92,3.88,1,1,3.89,3.88,,,,,,,,,,,,,,,,,
110,1,1,2,4,2,2,4,1,3,2,4,3,4,3,1,5,4,4,4,5,2,3,5,5,3,2,2,2,4,3,5,1,3,3,3,2,1,Non-Northeast,2,2,,610,510,1120,,,1,3.75,4.00,3.86,1,1,3.52,3.75,,,,,,,,,,,,,,,,,
111,3,2,2,1,1,1,1,1,1,1,1,5,4,5,1,5,3,5,5,5,1,2,5,3,3,5,2,3,3,2,5,5,3,2,5,2,3,Northeast,2,2,Public,610,770,1380,,,1,2.63,3.33,2.92,1,1,2.11,2.84,,,,,,,,,,,,,,,,,
112,2,2,1,2,1,2,4,1,3,2,5,3,4,3,1,4,2,5,3,3,1,3,5,5,3,2,1,3,4,5,5,2,3,3,4,2,3,Northeast,2,6,Public,690,750,1440,,,1,3.33,3.22,3.29,1,1,3.00,3.14,,,,,,,,,,,,,,,,,
113,1,2,1,2,1,2,4,1,4,2,2,4,4,4,1,5,4,5,4,5,1,2,5,3,3,4,1,4,4,5,5,4,3,4,4,2,3,Northeast,2,1,Public,,,,32,,1,3.50,3.25,3.34,1,1,2.78,3.20,,,,,,,,,,,,,,,,,
114,2,2,1,1,2,3,4,2,2,3,5,2,4,3,1,3,3,3,2,3,1,2,3,5,2,5,4,4,5,5,5,3,1,4,3,1,3,Northeast,2,2,Public,590,640,1230,,,1,2.98,2.67,2.82,1,1,1.80,2.47,,,,,,,,,,,,,,,,,
115,1,1,1,3,3,4,3,3,4,3,5,2,5,4,1,3,4,4,3,3,3,3,3,3,3,4,4,1,1,5,5,4,4,4,5,1,3,Northeast,2,6,Public,,,,26,,1,3.22,3.83,3.57,,,0.00,3.57,,,,,,,,,,,,,,,,,
116,1,1,1,1,1,1,2,1,1,1,4,4,4,3,1,4,2,4,4,3,1,2,5,5,3,3,4,4,3,3,5,4,2,3,4,2,3,Northeast,2,6,Public,710,700,1410,,,1,3.92,3.83,3.88,1,1,4.00,3.93,,,,,,,,,,,,,,,,,
117,2,2,1,1,1,1,1,1,1,2,1,5,3,5,1,3,5,5,5,5,1,2,5,4,3,3,3,3,3,3,3,3,3,3,3,2,3,Non-Northeast,2,2,Public,,,,33,,1,1.67,2.46,2.02,1,1,3.02,2.52,,,,,,,,,,,,,,,,,
118,1,1,1,2,1,2,3,3,1,3,1,5,5,3,1,4,2,3,3,3,3,4,1,2,2,4,5,2,3,5,5,5,3,4,5,1,3,Northeast,2,6,,670,560,1230,,,1,2.67,2.55,2.62,1,1,2.58,2.73,,,,,,,,,,,,,,,,,
119,2,2,1,1,2,1,2,1,1,1,5,4,4,3,1,5,2,5,5,5,1,2,5,3,3,3,2,1,3,3,5,4,1,2,5,2,3,Northeast,2,4,Public,710,770,1480,,,1,3.29,2.11,2.79,1,1,2.86,2.88,,,,,,,,,,,,,,,,,
120,1,1,1,3,2,1,2,1,2,3,2,4,4,4,1,5,4,5,4,5,1,2,5,3,3,4,5,3,4,3,5,3,3,3,3,2,3,Northeast,2,2,Public,710,690,1400,,,1,4.00,4.00,4.00,1,1,4.00,3.98,,,,,,,,,,,,,,,,,
121,3,4,3,3,1,3,3,1,4,2,4,2,4,3,1,5,1,5,4,5,1,2,5,3,3,5,3,2,4,3,5,2,4,2,5,2,3,Non-Northeast,2,3,Public,730,710,1440,,,1,2.75,2.00,2.38,1,1,1.42,2.06,,,,,,,,,,,,,,,,,
122,2,2,1,1,1,1,1,1,2,2,5,3,4,3,1,5,3,4,5,5,1,5,5,4,3,5,3,2,2,2,4,4,2,2,4,2,3,Northeast,2,2,Public,,,,32,,1,2.25,2.30,2.27,1,1,2.83,2.55,,,,,,,,,,,,,,,,,
123,3,2,1,1,1,2,2,2,4,2,5,2,4,3,1,4,2,4,5,3,3,3,2,4,3,1,1,3,3,2,3,2,1,1,5,1,3,Northeast,2,5,Public,710,540,1250,,,1,3.22,2.33,2.78,1,1,3.44,3.37,,,,,,,,,,,,,,,,,
124,2,1,1,1,1,1,2,1,1,2,2,3,3,4,1,5,2,4,3,5,1,3,5,3,3,5,4,3,5,3,5,3,5,2,3,2,3,Northeast,1,2,Public,750,770,1520,,,1,3.84,3.26,3.58,1,1,2.55,3.22,,,,,,,,,,,,,,,,,
125,2,2,5,1,1,1,1,2,1,3,5,4,4,4,1,5,4,5,5,5,1,2,5,3,3,5,4,1,1,3,5,5,3,3,3,1,3,Northeast,2,2,Private,,,,25,,1,3.75,3.53,3.64,1,1,3.53,3.61,,,,,,,,,,,,,,,,,
126,2,2,1,1,1,1,1,1,1,1,5,4,4,4,1,5,4,2,5,5,2,2,5,2,3,5,5,5,5,2,5,4,5,2,5,2,3,Northeast,2,3,Public,620,740,1360,,,1,3.92,4.00,3.95,1,1,3.50,3.81,,,,,,,,,,,,,,,,,
127,3,3,5,1,1,1,1,1,1,1,2,3,4,3,1,3,3,3,3,5,1,2,5,5,3,5,3,3,3,3,5,1,1,1,3,2,2,Northeast,2,2,Public,680,760,1440,,,1,3.00,3.43,3.19,,,0.00,3.19,,,,,,,,,,,,,,,,,
128,1,1,1,1,1,1,1,1,2,1,5,4,5,3,3,5,4,5,5,5,1,4,5,5,3,4,3,3,1,1,5,2,2,1,5,2,3,Northeast,2,2,Public,790,680,1470,,,1,3.67,3.61,3.64,1,1,3.50,3.62,,,,,,,,,,,,,,,,,
129,2,2,2,1,1,2,2,2,3,3,2,4,4,3,1,3,3,4,5,5,1,4,5,4,2,5,3,1,2,4,5,5,2,3,3,2,3,Northeast,2,2,Public,,,,27,,1,3.17,2.90,3.03,1,1,2.94,3.00,,,,,,,,,,,,,,,,,
130,1,1,1,4,2,1,1,1,4,3,2,5,5,5,1,5,4,5,5,5,1,3,5,3,3,4,4,2,1,3,5,3,2,3,5,2,1,Non-Northeast,2,7,,460,770,1230,,,1,3.50,2.00,2.86,1,1,2.13,2.88,,,,,,,,,,,,,,,,,
131,4,3,5,2,2,3,2,2,2,3,5,3,5,2,1,4,2,4,5,4,5,2,3,5,3,5,3,3,2,4,5,5,3,2,4,2,3,Non-Northeast,2,2,Private,,,,27,,1,2.67,1.89,2.28,1,1,1.62,2.22,,,,,,,,,,,,,,,,,
132,2,1,1,2,1,2,3,1,2,2,4,4,4,3,1,3,4,4,5,5,1,3,5,3,3,4,3,2,4,5,5,3,5,2,3,2,3,Northeast,1,2,Public,700,770,1470,,,1,3.84,3.49,3.69,1,1,3.83,3.76,,,,,,,,,,,,,,,,,
133,2,2,1,2,2,2,3,3,4,3,4,4,4,4,1,4,2,5,5,5,1,2,5,3,3,4,3,1,2,5,5,4,4,3,4,1,3,Northeast,2,2,Public,720,780,1500,,,1,4.00,3.92,3.96,1,1,3.53,3.83,,,,,,,,,,,,,,,,,
134,2,2,5,4,4,2,3,4,4,4,5,5,4,3,1,4,2,4,3,2,1,3,5,3,2,3,2,1,1,3,5,4,4,4,3,1,2,Northeast,2,6,Public,,,,26,,1,3.84,3.68,3.75,1,1,3.87,3.80,,,,,,,,,,,,,,,,,
135,4,3,5,3,2,3,4,1,4,2,5,3,3,3,3,1,3,5,4,3,1,4,1,,3,4,1,2,4,4,5,2,3,2,3,1,2,Non-Northeast,2,2,Public,670,740,1410,,,1,3.63,3.22,3.42,1,1,2.59,3.12,,,,,,,,,,,,,,,,,
136,3,3,1,1,1,2,2,1,2,1,5,2,4,3,1,3,2,5,4,3,1,3,5,4,3,5,5,4,4,4,5,3,3,4,5,2,3,Non-Northeast,2,2,,,,,31,,1,3.25,2.83,3.11,1,1,2.51,2.84,,,,,,,,,,,,,,,,,
137,2,2,1,3,3,2,2,2,3,2,1,4,4,4,1,5,3,3,4,3,1,3,3,3,3,3,3,3,3,3,5,3,3,3,3,2,3,Northeast,2,2,Public,,,,31,,1,3.76,3.45,3.63,1,1,3.59,3.62,,,,,,,,,,,,,,,,,
138,1,1,5,3,1,2,3,3,4,2,5,4,2,3,1,3,2,4,2,5,1,,5,4,2,1,1,2,4,4,5,2,3,3,4,2,3,Non-Northeast,2,6,Private,800,760,1560,,,1,3.75,3.22,3.52,1,1,4.00,3.78,,,,,,,,,,,,,,,,,
139,3,3,1,2,2,1,3,1,2,1,1,5,4,4,1,5,2,5,4,5,1,2,5,3,3,5,2,3,3,3,3,3,3,3,3,2,3,Northeast,2,6,,620,740,1360,,,1,3.55,3.00,3.24,1,1,2.44,3.00,,,,,,,,,,,,,,,,,
140,2,2,1,3,2,1,2,2,4,2,3,4,2,3,1,4,3,5,5,3,1,2,3,3,3,5,3,3,2,4,5,3,2,4,5,2,1,Non-Northeast,2,6,Public,580,770,1350,,,1,3.17,,3.17,1,1,2.00,3.07,,,,,,,,,,,,,,,,,
141,2,1,1,1,1,2,1,1,1,1,4,4,3,3,1,3,2,3,4,5,1,,3,,3,4,4,1,2,2,5,3,3,2,5,1,3,Non-Northeast,2,2,Public,630,670,1300,,,1,3.11,3.00,3.06,1,1,2.91,3.00,,,,,,,,,,,,,,,,,
142,2,2,2,3,2,2,1,1,4,1,5,2,2,2,1,4,5,5,5,4,1,1,1,3,3,3,4,1,1,3,5,5,3,3,5,2,1,Non-Northeast,2,1,Public,520,690,1210,,,1,3.00,3.50,3.40,1,1,1.89,2.78,,,,,,,,,,,,,,,,,
143,1,1,1,1,2,1,1,1,1,1,1,5,4,5,1,5,4,5,5,5,1,2,5,3,3,4,2,2,4,1,5,4,1,1,3,2,3,Northeast,2,6,Public,580,660,1240,,,1,3.33,1.44,2.39,1,1,2.33,2.71,,,,,,,,,,,,,,,,,
144,1,1,1,2,1,2,3,3,2,3,5,4,4,4,1,5,3,4,5,5,1,2,5,3,3,5,4,2,3,5,4,4,3,4,,1,3,Northeast,1,2,Public,780,720,1500,,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
145,2,2,1,2,1,1,2,1,2,1,1,4,5,4,3,5,3,5,3,3,1,3,5,3,3,3,2,2,2,2,4,3,3,4,,2,1,Non-Northeast,2,6,,580,780,1360,,,1,3.59,3.69,3.64,1,1,3.75,3.67,,,,,,,,,,,,,,,,,
146,2,2,1,1,1,1,2,1,2,1,4,4,4,4,1,4,3,5,5,4,1,4,3,4,3,4,5,3,3,4,5,3,4,2,4,1,3,Northeast,1,2,Public,790,740,1530,,,1,3.67,3.69,3.68,1,,3.65,3.69,,,,,,,,,,,,,,,,,
147,2,2,1,2,1,1,1,1,2,1,1,5,4,4,1,5,3,5,5,5,1,2,3,4,3,4,4,1,1,1,5,3,3,2,4,2,3,Northeast,2,2,Public,660,720,1380,,,1,3.92,3.87,3.90,1,1,4.00,3.97,,,,,,,,,,,,,,,,,
148,2,2,2,1,1,1,1,2,2,3,5,2,3,3,1,5,2,4,4,5,1,2,5,3,3,5,5,3,1,1,5,5,5,3,3,2,3,Northeast,2,2,Public,640,620,1260,,,1,2.93,2.31,2.62,,,0.00,2.43,,,,,,,,,,,,,,,,,
149,2,3,2,2,1,1,2,2,1,1,4,5,4,5,1,5,2,4,5,3,1,2,5,5,3,5,4,2,2,1,5,4,5,4,3,2,3,Northeast,2,2,Public,570,710,1280,,,1,2.67,2.44,2.57,1,1,1.49,2.28,,,,,,,,,,,,,,,,,
150,2,2,5,3,3,3,4,3,4,1,5,5,4,3,1,4,2,4,5,5,1,4,3,4,3,4,2,2,4,,4,2,1,2,5,2,3,Northeast,2,6,Public,640,760,1400,,,1,3.50,2.75,3.11,1,1,2.44,2.93,,,,,,,,,,,,,,,,,
151,2,2,2,4,4,3,3,4,4,4,4,2,5,2,1,4,3,4,3,2,1,2,5,4,2,5,1,2,2,5,5,3,4,4,1,1,1,Non-Northeast,2,2,Private,540,690,1230,,,1,4.00,4.00,4.00,1,1,3.95,3.92,,,,,,,,,,,,,,,,,
152,3,2,2,3,1,1,3,3,1,1,1,5,4,4,1,5,3,5,4,4,1,2,5,3,3,4,4,2,3,4,5,4,2,3,3,1,3,Non-Northeast,2,7,Public,,,,25,,1,2.52,1.36,1.96,1,1,3.20,2.53,,,,,,,,,,,,,,,,,
153,2,2,2,1,2,2,3,3,1,3,5,4,4,3,1,5,4,5,4,3,1,2,3,4,3,3,3,1,2,4,5,3,1,1,3,2,3,Northeast,2,5,Public,560,590,1150,,,1,3.92,3.08,3.50,1,1,3.38,3.42,,,,,,,,,,,,,,,,,
154,1,1,1,1,1,2,2,2,1,1,5,4,4,3,1,5,3,3,4,5,3,3,5,,3,5,4,2,3,3,5,4,3,4,5,2,3,Northeast,2,1,,550,630,1180,,,1,2.60,3.47,2.94,1,1,3.00,2.84,,,,,,,,,,,,,,,,,
155,2,1,1,1,1,1,4,1,4,1,4,5,4,3,3,5,4,4,4,1,5,3,5,5,3,3,3,5,5,3,5,3,1,4,5,2,3,Northeast,2,6,Public,640,700,1340,,,1,3.25,2.59,2.90,1,1,2.77,2.87,,,,,,,,,,,,,,,,,
156,3,2,5,2,1,3,3,1,1,4,5,3,5,3,1,3,3,4,5,3,2,3,1,3,5,4,3,3,3,4,5,4,3,2,5,,,Non-Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2,2,1,1,1,2,3,2,3,1,4,3,4,,1,4,2,5,5,5,1,3,5,1,3,5,4,2,4,5,5,3,4,3,5,1,3,Northeast,2,1,Public,540,550,1090,,,1,2.94,2.81,2.87,1,1,3.26,3.12,,,,,,,,,,,,,,,,,
158,2,2,1,1,2,1,1,1,2,2,4,4,4,4,1,5,2,4,5,5,1,2,5,3,3,4,3,1,2,1,5,5,2,3,3,1,3,Northeast,2,6,Private,730,740,1470,,,1,3.92,3.61,3.79,1,1,3.83,3.76,,,,,,,,,,,,,,,,,
159,4,3,3,2,3,3,4,4,3,3,2,4,4,3,1,4,2,5,5,5,1,4,5,5,3,3,2,4,5,5,5,2,1,3,4,2,3,Northeast,2,6,Public,640,720,1360,,,1,3.42,2.33,3.20,1,1,2.98,3.31,,,,,,,,,,,,,,,,,
160,2,2,1,2,2,1,4,1,3,2,1,5,4,4,1,5,3,5,5,5,1,2,5,3,3,5,2,3,4,4,5,2,2,1,4,2,3,Northeast,2,6,Public,,,,33,,1,3.29,3.70,3.43,1,1,2.33,3.05,,,,,,,,,,,,,,,,,
161,2,2,2,2,1,1,3,1,2,1,1,4,4,3,1,5,3,5,5,4,1,2,5,5,3,4,4,5,1,3,5,1,1,1,3,2,3,Northeast,2,2,Public,640,740,1380,,,1,3.50,2.82,3.15,1,1,2.50,2.84,,,,,,,,,,,,,,,,,
162,1,2,2,2,2,1,3,2,2,1,4,4,4,4,1,4,1,4,3,4,1,4,5,4,3,5,5,2,2,2,5,3,4,3,4,2,3,Northeast,2,2,Private,,,,31,,1,2.65,1.60,2.16,1,1,2.50,2.41,,,,,,,,,,,,,,,,,
163,2,2,1,2,2,1,1,1,1,2,5,4,3,3,1,3,2,4,3,3,,,,,3,4,3,2,3,3,5,4,4,3,4,2,3,Northeast,2,2,Public,640,770,1410,,,1,3.84,3.50,3.68,1,1,2.92,3.51,,,,,,,,,,,,,,,,,
164,1,1,1,2,2,1,1,2,1,2,5,4,3,4,1,4,4,4,4,4,2,1,3,5,2,4,2,3,3,3,5,5,3,2,4,2,3,Northeast,2,2,Public,,,,30,,1,2.57,2.92,2.74,1,1,2.47,2.65,,,,,,,,,,,,,,,,,
165,3,3,5,2,1,1,1,1,1,1,4,4,3,4,1,5,4,5,4,4,1,3,5,3,2,5,4,2,2,5,5,3,5,3,3,2,3,Northeast,2,2,Public,690,750,1440,,,1,2.67,2.56,2.61,1,1,1.51,2.15,,,,,,,,,,,,,,,,,
166,2,2,1,1,1,2,2,3,1,2,5,2,4,4,1,4,3,5,5,5,2,3,1,1,3,5,4,1,1,3,5,5,4,4,5,1,3,Northeast,2,2,Public,,,,23,,1,0.78,3.09,2.10,1,1,1.75,2.27,,,,,,,,,,,,,,,,,
167,2,2,1,4,4,2,1,2,2,1,2,5,4,4,1,2,4,4,5,5,2,2,5,3,3,4,4,3,5,5,5,3,5,3,3,2,3,Northeast,2,2,Public,610,800,1410,,,1,3.33,2.80,3.05,1,1,2.42,2.80,,,,,,,,,,,,,,,,,
168,2,2,5,1,1,3,3,3,2,2,4,3,5,1,1,1,2,3,2,3,3,2,1,,1,5,4,3,3,5,5,4,3,3,5,1,3,Northeast,2,2,,530,560,1090,,,1,2.84,2.67,2.76,1,,2.17,2.57,,,,,,,,,,,,,,,,,
169,2,2,2,2,2,3,3,2,4,1,4,3,4,4,1,4,3,4,4,4,1,2,5,5,3,3,4,3,3,3,5,4,2,2,3,2,3,Northeast,2,5,Public,540,640,1180,,,1,3.25,2.67,3.00,1,1,2.24,2.80,,,,,,,,,,,,,,,,,
170,2,2,1,1,1,1,1,1,1,1,4,5,3,5,1,5,2,5,3,5,1,1,5,3,4,4,1,2,2,2,5,4,2,2,4,2,3,Northeast,2,2,,620,800,1420,,,1,3.69,3.67,3.68,1,1,3.58,3.74,,,,,,,,,,,,,,,,,
171,2,2,1,2,2,3,2,2,2,2,5,2,4,3,1,4,2,4,3,3,4,3,1,3,3,3,4,2,3,4,5,3,3,3,5,2,3,Non-Northeast,2,3,Public,,,,29,,1,3.92,3.89,3.91,1,1,3.17,3.62,,,,,,,,,,,,,,,,,
172,2,2,1,1,1,1,1,1,1,1,5,2,4,4,1,4,3,5,5,5,1,4,5,5,3,3,4,1,1,1,5,5,1,3,3,2,3,Northeast,1,6,Public,640,670,1310,,,1,3.89,3.50,3.73,1,1,3.80,3.84,,,,,,,,,,,,,,,,,
173,1,2,1,1,1,3,2,3,1,2,5,4,4,4,1,3,2,4,2,3,1,3,5,5,3,5,5,1,1,4,5,5,3,5,5,1,2,Northeast,2,6,Public,560,560,1120,,,1,3.52,3.33,3.44,1,1,2.92,3.27,,,,,,,,,,,,,,,,,
174,2,3,5,2,2,2,3,2,3,3,4,4,3,4,1,4,5,4,3,3,,4,3,,3,4,4,1,1,3,5,5,3,3,5,1,3,Non-Northeast,2,1,Public,,,,32,,1,3.40,3.38,3.39,1,1,2.93,3.32,,,,,,,,,,,,,,,,,
175,2,2,1,1,1,3,2,2,2,2,5,2,3,3,1,5,2,3,4,4,1,5,3,5,2,4,3,1,1,2,5,4,3,4,5,1,3,Non-Northeast,2,2,Public,,,,30,,1,3.08,2.60,2.90,1,1,2.50,2.74,,,,,,,,,,,,,,,,,
176,2,1,1,3,2,2,4,1,2,1,5,4,4,4,1,5,3,4,3,3,1,4,1,4,2,4,3,3,5,5,5,3,4,2,3,1,3,Northeast,2,2,Public,740,720,1460,,,1,3.12,2.50,2.82,1,1,3.04,2.89,,,,,,,,,,,,,,,,,
177,2,2,1,1,1,2,2,2,3,1,5,3,3,4,1,4,2,4,5,5,1,2,5,3,3,4,2,2,1,4,5,3,2,2,3,2,3,Northeast,2,2,Public,720,650,1370,,,1,4.00,3.75,3.88,1,1,3.91,3.88,,,,,,,,,,,,,,,,,
178,2,2,5,1,1,2,3,2,1,2,5,3,2,3,1,5,3,3,4,3,2,3,5,4,2,2,4,2,2,3,4,3,1,1,2,1,3,Northeast,2,6,Public,,,,33,,1,3.68,4.00,3.79,1,1,4.00,3.91,,,,,,,,,,,,,,,,,
179,3,3,5,4,2,1,4,2,3,4,5,5,1,5,1,5,2,5,4,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,Northeast,2,2,Public,,,,33,,1,3.25,2.91,3.09,1,1,3.91,3.26,,,,,,,,,,,,,,,,,
180,1,1,1,1,1,1,2,1,2,1,4,4,4,3,3,4,2,4,2,2,1,2,5,3,3,3,2,3,3,2,5,4,2,2,3,2,3,Northeast,2,2,Public,550,750,1300,,,1,3.61,3.08,3.35,1,1,3.42,3.37,,,,,,,,,,,,,,,,,
181,3,4,5,2,2,1,2,2,1,2,1,5,4,3,1,4,3,4,4,4,4,3,1,4,3,5,4,2,2,4,5,3,1,3,3,2,3,Northeast,2,5,Public,590,710,1300,,,1,3.75,2.83,3.29,1,1,2.66,3.07,,,,,,,,,,,,,,,,,
182,2,2,2,2,1,2,2,1,3,2,3,4,4,3,3,5,4,3,3,3,,,,,3,4,3,1,1,3,5,4,2,3,4,2,3,Northeast,2,2,Public,650,630,1280,,,1,2.57,2.92,2.74,1,1,1.44,2.28,,,,,,,,,,,,,,,,,
183,2,3,1,1,1,1,1,1,1,1,1,4,4,4,1,5,3,5,5,5,1,2,5,3,3,5,3,2,2,2,4,3,3,3,4,2,3,Northeast,2,2,Public,660,790,1450,,,1,4.00,3.86,3.93,1,1,3.82,3.91,,,,,,,,,,,,,,,,,
